Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Author (product.metafields.custom.author),Binding (product.metafields.custom.binding),Canonical Handle (product.metafields.custom.canonical_handle),Inventory Log (product.metafields.custom.inventory_log),Language (product.metafields.custom.language),Location (product.metafields.custom.location),Non-Alcoholic (product.metafields.custom.non_alcoholic),Preorder Override Date (product.metafields.custom.preorder_override_date),Product Details (product.metafields.custom.product_details),Publication Date (product.metafields.custom.pub_date),Cuisine (product.metafields.custom.region),Reserve (product.metafields.custom.reserve),Shelf (product.metafields.custom.shelf),Specialization (product.metafields.custom.special),Special Diet (product.metafields.custom.special_diet),Spirits (product.metafields.custom.spirits),Wine (product.metafields.custom.wine),Growave raw rating (product.metafields.growave.raw_rating_string),Growave rounded rating (product.metafields.growave.rounded_rating_string),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Art style (product.metafields.shopify.art-style),Book cover type (product.metafields.shopify.book-cover-type),Color (product.metafields.shopify.color-pattern),Condition (product.metafields.shopify.condition),Fabric (product.metafields.shopify.fabric),Genre (product.metafields.shopify.genre),Headwear features (product.metafields.shopify.headwear-features),Language version (product.metafields.shopify.language-version),Material (product.metafields.shopify.material),Media access (product.metafields.shopify.media-access),Media theme (product.metafields.shopify.media-theme),Medium (product.metafields.shopify.medium),Publication frequency (product.metafields.shopify.publication-frequency),Signature placement (product.metafields.shopify.signature-placement),Target audience (product.metafields.shopify.target-audience),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
odette,"Odette:: Terroir to Table, Heart to Plate","<p><b>This is a *Featured Preorder for a title releasing on May 13, 2026.</b></p><p><em><strong>This is what the publisher tells us about this book:</strong></em></p>
From acclaimed chef Julien Royer, a celebration of heritage, seasonality, and terroir reflecting the spirit of Odette, Royer’s three-Michelin-starred restaurant at the National Gallery in Singapore</div><div><p><strong>From acclaimed chef Julien Royer, a celebration of heritage, seasonality, and terroir reflecting the spirit of Odette, Royer’s three-Michelin-starred restaurant at the National Gallery in Singapore</strong></p> <p>‘This book invites us into Odette’s intimate and generous universe, where every page conveys the magic that continues to inspire chefs around the world.’ – Jorge Vallejo, chef and owner, Quintonil</p> <p>As chef-owner of Odette – one of Asia’s most lauded restaurants, and a fixture on the World’s 50 Best Restaurants list – Julien Royer balances French technique with Southeast Asian terroir to create a cuisine defined by grace, clarity, and emotional resonance. Named after Royer’s beloved grandmother, Odette attracts guests from around the globe with its refreshing perspective on modern fine dining.</p> <p><em>Odette: Terroir to Table, Heart to Plate</em> is an intimate, elegant tribute to the people, places, and philosophies that have shaped Royer’s culinary journey. The book opens with a series of deeply personal essays exploring Royer’s upbringing in rural France, the culinary influences that shaped him, and the values that guide his restaurant – from hospitality and mentorship to design and storytelling. Together, these narratives offer insight into a creative practice grounded in memory, emotion, and the pursuit of excellence.</p> <p>The second section of the book is devoted to over 80 recipes, arranged to reflect the rhythm of a meal at Odette – from playful starters to vegetables, fish and seafood, meat and poultry, and desserts. Iconic dishes such as Mushroom Tea with Sabayon, Rosemary-Smoked Organic Egg, Pigeon, Beetroot, Cherry, and Marukyo Uni appear here, accompanied by stunning images and essays sharing the inspiration behind each plate.</p> <p>The book itself is an exceptional design object, with a striking cover and a palette that echoes the restaurant’s distinctive aesthetic. Photography throughout captures more than finished plates – it reveals process, intention, and the quiet choreography of the kitchen.</p> <p>Visually compelling and narratively rich, <em>Odette: Terroir to Table, Heart to Plate</em> is an essential record of one of the defining restaurants of our time and a portrait of a chef at the height of his career.</p></div></div>
<p><b>* Featured Preorder books earn you an <i>extra </i>150 rewards points, good for $5 off a future purchase. If you're not already a member of our rewards program you can <a href=""https://www.kitchenartsandletters.com/pages/reward""><b>learn more about all the ways to earn points and sign up here.</b></a> It's as simple as creating a store account.</b></p>",PHAI,Media > Books > Print Books,BOOK,"Ln_En, 05-13-2026, C",FALSE,Title,Default,,,,,,,,"Daniel Boulud (Contributions by), Dominique Crenn (Contributions by)",2268,shopify,continue,manual,64.95,,TRUE,TRUE,,,,,9781837291090,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781837291090.jpg,1,Book Cover: Odette,,Odette,,Media > Books,,,,new,FALSE,,,,,,"Daniel Boulud (Contributions by), Dominique Crenn (Contributions by)",Hardcover,odette,,English,,,,,2026-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,4901.99,,draft
odette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781837291090-1.jpg,2,Interior image 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
odette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781837291090-2.jpg,3,Interior image 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
odette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781837291090-3.jpg,4,Interior image 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
odette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781837291090-4.jpg,5,Interior image 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
odette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781837291090-5.jpg,6,Interior image 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
on-taste,On Taste:: In Humans and Other Animals,"<p><b>This is a *Featured Preorder for a title releasing on June 16, 2026.</b></p><p><em><strong>This is what the publisher tells us about this book:</strong></em></p>
Are there only five tastes, sweet, salty, sour, bitter, and umami? Why are some so appealing to us while others are what we call acquired tastes? Do other animals perceive tastes in the same way humans do? How did the sense of taste evolve? Should the hotness of chili peppers, the coolness of mint, and the pungency of garlic be considered tastes? What can taste teach us about our health and our environment?<br><br>In this book, two leading researchers take readers on a lively journey through the science of taste. Davide Risso and Gabriella Morini trace its evolution across millions of years, ranging from microbes to octopuses through birds and finally humans. They explain how taste receptors allow us to decode the chemical composition of food and distinguish between edible and toxic items. Evolution has given varied species different capabilities, so pandas lack the ability to taste umami and cats do not perceive sweetness. <i>On Taste</i> also reveals how mosquitoes choose their prey—and why they like some people more than others. Rigorous and accessible, this book shows how taste unlocks the connections between science and culture, letting us understand our foods and our world more richly.</div></div>
<p><b>* Featured Preorder books earn you an <i>extra </i>150 rewards points, good for $5 off a future purchase. If you're not already a member of our rewards program you can <a href=""https://www.kitchenartsandletters.com/pages/reward""><b>learn more about all the ways to earn points and sign up here.</b></a> It's as simple as creating a store account.</b></p>",UCOL,Media > Books > Print Books,BOOK,"Ln_En, 06-16-2026, C",FALSE,Title,Default,,,,,,,,"Davide Risso, Gabriella Morini, Elettra Pauletto (Translated by)",2268,shopify,continue,manual,22.00,,TRUE,TRUE,,,,,9780231221290,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9780231221290.jpg,1,Book Cover: On Taste,,On Taste,,Media > Books,,,,new,FALSE,,,,,,"Davide Risso, Gabriella Morini, Elettra Pauletto (Translated by)",Hardcover,on-taste,,English,,,,,2026-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,4901.99,,draft
paris-patisserie,Paris Patisserie:: 70 Recipes at the Heart of Parisian History,"<p><b>This is a *Featured Preorder for a title releasing on March 24, 2026.</b></p><p><em><strong>This is what the publisher tells us about this book:</strong></em></p>
<b><b>Bring a taste of the real Paris into your kitchen with traditional, time-tested pastry recipes straight from the heart of the city.</b></b><br><br>From elegant Saint-Germain-des-Prés to bohemian Montmartre, explore Paris through one of its most beloved culinary traditions: the pâtisserie. Inside this beautifully illustrated Paris pastry cookbook you’ll find over seventy iconic recipes that capture the flavor and atmosphere of these charming neighborhoods. Learn to bake croissants, éclairs, macarons, and tarts as well as classic recipes like Baba au rhum, Chantilly choux, Bûche de Noël, and much more. Easy-to-follow instructions are perfect for aspiring bakers, pastry connoisseurs, home bakers looking to master&nbsp;French pastries, and anyone who wants to bring Parisian cuisine and culture into their own kitchen.<br><br>Both a culinary journey and a homage to the city’s sweetest traditions, this beautifully photographed guide embodies the city’s <i>art de vivre</i> and is a must for anyone who loves Paris.</div></div>
<p><b>* Featured Preorder books earn you an <i>extra </i>150 rewards points, good for $5 off a future purchase. If you're not already a member of our rewards program you can <a href=""https://www.kitchenartsandletters.com/pages/reward""><b>learn more about all the ways to earn points and sign up here.</b></a> It's as simple as creating a store account.</b></p>",RIZ,Media > Books > Print Books,BOOK,"Ln_En, 03-24-2026, C",FALSE,Title,Default,,,,,,,,"Arnaud Delmontel, Guillaume Czerw (Photographs by)",2268,shopify,continue,manual,32.50,,TRUE,TRUE,,,,,9780789344335,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9780789344335.jpg,1,Book Cover: Paris Patisserie,,Paris Patisserie,,Media > Books,,,,new,FALSE,,,,,,"Arnaud Delmontel, Guillaume Czerw (Photographs by)",Hardcover,paris-patisserie,,English,,,,,2026-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,4901.99,,draft
paris-patisserie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9780789344335-1.jpg,2,Interior image 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
paris-patisserie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9780789344335-2.jpg,3,Interior image 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
paris-patisserie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9780789344335-3.jpg,4,Interior image 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
paris-patisserie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9780789344335-4.jpg,5,Interior image 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
paris-patisserie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9780789344335-5.jpg,6,Interior image 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pierre-gagnaire,Pierre Gagnaire: A Banquet of Nature:: Cooking Art and Ideas,"<p><b>This is a *Featured Preorder for a title releasing on March 31, 2026.</b></p><p><em><strong>This is what the publisher tells us about this book:</strong></em></p>
<p><b>Culinary vignettes from the kitchen of Michelin-starred chef Pierre Gagnaire</b></p></div><div><p>Take a seat at the dinner table of Pierre Gagnaire, whose eponymous Paris restaurant has held three Michelin stars since 1996, and savor the conversations from poets, jazz musicians and writers on and around 15 of the chef's signature recipes. These quick condiments, seasonings and sides are perfect for elevating any meal: add Gagnaire's bouillon ""Zezette"" to gnocchi or mushroom ravioli, or pop his dried spiced orange slices into a warm cider. Maybe try your hand at his ""Ringo"" foie gras, best prepared while listening to ""Roll Over Beethoven"" (the chef's personal recommendation). Guest contributors include philosopher Emanuele Coccia, novelist Maylis de Kerangal, botanist Marc Jeanson, designer Marcin Rusak, musician Laurent de Wilde and botanist ??Emmanuelle Pouydebat. The book is illustrated throughout with sketches of fresh ingredients, floral arrangements and busy kitchens, all done by Miyuka Schipfer.</p></div></div>
<p><b>* Featured Preorder books earn you an <i>extra </i>150 rewards points, good for $5 off a future purchase. If you're not already a member of our rewards program you can <a href=""https://www.kitchenartsandletters.com/pages/reward""><b>learn more about all the ways to earn points and sign up here.</b></a> It's as simple as creating a store account.</b></p>",DAP,Media > Books > Print Books,BOOK,"Ln_En, 03-31-2026, C",FALSE,Title,Default,,,,,,,,"Pierre Gagnaire (Text by), Emanuele Coccia (Text by), Laurent de Wilde (Text by), Maylis de*Kerangal (Text by), Marc Jeanson (Text by)",2268,shopify,continue,manual,40.00,,TRUE,TRUE,,,,,9782365681254,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9782365681254.jpg,1,Book Cover: Pierre Gagnaire,,Pierre Gagnaire,,Media > Books,,,,new,FALSE,,,,,,"Pierre Gagnaire (Text by), Emanuele Coccia (Text by), Laurent de Wilde (Text by), Maylis de*Kerangal (Text by), Marc Jeanson (Text by)",Hardcover,pierre-gagnaire,,English,,,,,2026-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,4901.99,,draft
pierre-gagnaire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9782365681254-1.jpg,2,Interior image 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pierre-gagnaire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9782365681254-2.jpg,3,Interior image 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pierre-gagnaire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9782365681254-3.jpg,4,Interior image 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pierre-gagnaire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9782365681254-4.jpg,5,Interior image 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pierre-gagnaire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9782365681254-5.jpg,6,Interior image 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pimento-cheese,Pimento Cheese:: The Southern Spread,"<p><b>This is a *Featured Preorder for a title releasing on March 01, 2026.</b></p><p><em><strong>This is what the publisher tells us about this book:</strong></em></p>

<p><b>* Featured Preorder books earn you an <i>extra </i>150 rewards points, good for $5 off a future purchase. If you're not already a member of our rewards program you can <a href=""https://www.kitchenartsandletters.com/pages/reward""><b>learn more about all the ways to earn points and sign up here.</b></a> It's as simple as creating a store account.</b></p>",UGA,Media > Books > Print Books,BOOK,"Ln_En, 03-01-2026, C",FALSE,Title,Default,,,,,,,,"Rebecca Lang, Kathryn McCrary (Photographs by), Carrie Morey (Contributions by), Jennifer Booker (Contributions by), Anne Byrn (Contributions by), Jessica Little (Contributions by)",2268,shopify,continue,manual,27.95,,TRUE,TRUE,,,,,9780820374673,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9780820374673.jpg,1,Book Cover: Pimento Cheese,,Pimento Cheese,,Media > Books,,,,new,FALSE,,,,,,"Rebecca Lang, Kathryn McCrary (Photographs by), Carrie Morey (Contributions by), Jennifer Booker (Contributions by), Anne Byrn (Contributions by), Jessica Little (Contributions by)",Hardcover,pimento-cheese,,English,,,,,2026-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,4901.99,,draft
pimento-cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9780820374673-1.jpg,2,Interior image 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pimento-cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9780820374673-2.jpg,3,Interior image 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pimento-cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9780820374673-3.jpg,4,Interior image 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pimento-cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9780820374673-4.jpg,5,Interior image 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pimento-cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9780820374673-5.jpg,6,Interior image 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soomaaliya,"Soomaaliya:: Food, Memory, and Migration: A Cookbook","<p><b>This is a *Featured Preorder for a title releasing on March 24, 2026.</b></p><p><em><strong>This is what the publisher tells us about this book:</strong></em></p>
A living archive of Somali recipes and traditions, both at home and in the Somali diaspora, through 76 recipes with stories and interviews from the Somali culinary world.</div><div><p><b>75 recipes spanning cherished classics and modern interpretations, bringing the soul of Somali cooking to the world stage.</b></p><p>Known by many names, the cape of spices, the nation of poets, and the land of cinnamon, Somalia is nestled in the Horn of Africa and is blessed with fertile fields, rich in spices, and endowed with the longest coastline in mainland Africa. This location and natural abundance have made Somalia a corridor between east and west, and a central point in global trade and migration, dating back millennia.&nbsp; &nbsp;</p><p>In <i>Soomaaliya</i>, Ifrah F. Ahmed tells the story of her country through its history, its food, and its people. Somalia’s role in the spice trade yields xawaash, the most distinctive of Somali flavors, a heady blend of cumin, coriander, black pepper, cinnamon, cardamom, cloves, and turmeric that’s used in everything from marinades to stews. Cardamom also finds its ways into thin, fragrant crepes, sweet fried beignets called <i>bur</i>, and <i>bariis,</i> rice spiced with cardamom and cumin. This rice is paired <i>hilib ari,</i> tender goat meat stew that is a product of Somalia’s deep roots in herding and agrarianism. <i>Baasto,</i> or pasta, a relic of the long Italian colonial rule, is served with a range of simple tomato sauces to ragus. The bountiful waters supply fish freshly caught and fried. And for afternoon tea, a pot of spiced shaah, served with thick slices <i>doolsho,</i> an aromatic cardamom cake. These are a just a few of the over 70 recipes included that introduce the foundational flavors and tastes of the Somali palate.&nbsp;&nbsp;</p><p>Through profiles of food producers, writers, and chefs, Ahmed shines a light on the many Somalis, at home and abroad, working to both preserve and transform the cuisine. Expansive and generous, and fueled by a deep love, <i>Soomaaliya</i> is a celebration of the richness of Somali food, and the remarkable resilience of its people.&nbsp;</p></div></div>
<p><b>* Featured Preorder books earn you an <i>extra </i>150 rewards points, good for $5 off a future purchase. If you're not already a member of our rewards program you can <a href=""https://www.kitchenartsandletters.com/pages/reward""><b>learn more about all the ways to earn points and sign up here.</b></a> It's as simple as creating a store account.</b></p>",HGUS,Media > Books > Print Books,BOOK,"Ln_En, 03-24-2026, C",FALSE,Title,Default,,,,,,,,Ifrah F. Ahmed,2268,shopify,continue,manual,40.00,,TRUE,TRUE,,,,,9781958417836,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781958417836.jpg,1,Book Cover: Soomaaliya,,Soomaaliya,,Media > Books,,,,new,FALSE,,,,,,Ifrah F. Ahmed,Hardcover,soomaaliya,,English,,,,,2026-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,4901.99,,draft
soomaaliya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781958417836-1.jpg,2,Interior image 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soomaaliya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781958417836-2.jpg,3,Interior image 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soomaaliya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781958417836-3.jpg,4,Interior image 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soomaaliya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781958417836-4.jpg,5,Interior image 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soomaaliya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781958417836-5.jpg,6,Interior image 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spinasse,Spinasse:: An American Love Letter to Piemonte Cuisine,"<p><b>This is a *Featured Preorder for a title releasing on July 21, 2026.</b></p><p><em><strong>This is what the publisher tells us about this book:</strong></em></p>
<b>Authentic Piemonte Recipes for the Modern Home Cook—From the Kitchen of Seattle’s Celebrated Restaurant Spinasse</b><br><br>Bring the flavors of Northern Italy into your kitchen with the <i>Cascina Spinasse</i> cookbook, which celebrates Piemonte’s rich culinary traditions through the vision of Seattle’s acclaimed and beloved Piemonte restaurant, Spinasse. This beautifully curated collection explores the heart of Italian cooking through over 75 authentic, seasonally driven recipes. From their famous handmade tajarin pasta to the elegance of delicate semifreddo, each dish reflects the soulful cuisine of the region, blending time-honored techniques with modern refinement.<br><br>Organized into six inviting chapters—Bevande (cocktails), Antipasti, Primi (pastas and risottos), Secondi (meat, seafood, and vegetables), Contorni (sides), and Dolci (desserts)—the book offers step-by-step instructions, expert tips, and evocative stories behind the dishes. Whether you're crafting agnolotti from scratch or pairing local wines with your meal, this cookbook captures the warmth, hospitality, and craftsmanship that define Piemonte’s food culture. It's a must-have for home cooks, Italian food lovers, and anyone seeking to elevate their culinary skills with regional Italian fare.<br><br>Written by Executive Chef Stuart Lane, who trained at the Italian Culinary Institute for Foreigners in Costigliole d’Asti and now leads Spinasse and Artusi in Seattle, this cookbook bridges Italian tradition with Pacific Northwest passion. Chef Lane’s deep respect for Piemonte’s foodways and his expertise in handmade pasta shine through every page. The <i>Cascina Spinasse</i> cookbook is more than a recipe collection—it’s an invitation to cook with intention, savor every season, and experience the enduring beauty of Italian cuisine.</div></div>
<p><b>* Featured Preorder books earn you an <i>extra </i>150 rewards points, good for $5 off a future purchase. If you're not already a member of our rewards program you can <a href=""https://www.kitchenartsandletters.com/pages/reward""><b>learn more about all the ways to earn points and sign up here.</b></a> It's as simple as creating a store account.</b></p>",SKY,Media > Books > Print Books,BOOK,"Ln_En, 07-21-2026, C",FALSE,Title,Default,,,,,,,,"Stuart Lane, James O. Fraioli, Charity Burggraaf (By (photographer))",2268,shopify,continue,manual,35.00,,TRUE,TRUE,,,,,9781510786066,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781510786066.jpg,1,Book Cover: Spinasse,,Spinasse,,Media > Books,,,,new,FALSE,,,,,,"Stuart Lane, James O. Fraioli, Charity Burggraaf (By (photographer))",Hardcover,spinasse,,English,,,,,2026-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,4901.99,,draft
spinasse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781510786066-1.jpg,2,Interior image 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spinasse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781510786066-2.jpg,3,Interior image 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spinasse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781510786066-3.jpg,4,Interior image 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spinasse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781510786066-4.jpg,5,Interior image 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spinasse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781510786066-5.jpg,6,Interior image 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
