Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Author (product.metafields.custom.author),Binding (product.metafields.custom.binding),Canonical Handle (product.metafields.custom.canonical_handle),Inventory Log (product.metafields.custom.inventory_log),Language (product.metafields.custom.language),Location (product.metafields.custom.location),Non-Alcoholic (product.metafields.custom.non_alcoholic),Preorder Override Date (product.metafields.custom.preorder_override_date),Product Details (product.metafields.custom.product_details),Publication Date (product.metafields.custom.pub_date),Cuisine (product.metafields.custom.region),Reserve (product.metafields.custom.reserve),Shelf (product.metafields.custom.shelf),Specialization (product.metafields.custom.special),Special Diet (product.metafields.custom.special_diet),Spirits (product.metafields.custom.spirits),Wine (product.metafields.custom.wine),Growave raw rating (product.metafields.growave.raw_rating_string),Growave rounded rating (product.metafields.growave.rounded_rating_string),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Art style (product.metafields.shopify.art-style),Book cover type (product.metafields.shopify.book-cover-type),Color (product.metafields.shopify.color-pattern),Condition (product.metafields.shopify.condition),Fabric (product.metafields.shopify.fabric),Genre (product.metafields.shopify.genre),Headwear features (product.metafields.shopify.headwear-features),Language version (product.metafields.shopify.language-version),Material (product.metafields.shopify.material),Media access (product.metafields.shopify.media-access),Media theme (product.metafields.shopify.media-theme),Medium (product.metafields.shopify.medium),Publication frequency (product.metafields.shopify.publication-frequency),Signature placement (product.metafields.shopify.signature-placement),Target audience (product.metafields.shopify.target-audience),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
beatrix-bakes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781761452642-3.jpg,4,Interior image 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beatrix-bakes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781761452642-4.jpg,5,Interior image 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beatrix-bakes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781761452642-5.jpg,6,Interior image 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bittersweet,Bittersweet:: The Five Tastes of Dessert and Beyond,"<p><b>This is a *Featured Preorder for a title releasing on February 10, 2026.</b></p><p><em><strong>This is what the publisher tells us about this book:</strong></em></p>
<p><strong>From Thalia Ho, creator of the award-winning blog&nbsp;<em>Butter and Brioche</em>&nbsp;and author of&nbsp;<em>Wild Sweetness</em>, a lyrical and visually stunning cookbook of more than 100 enthralling dessert recipes, exploring the five tastes and how they transform on the plate and beyond.</strong></p><p>In her follow-up and foil to&nbsp;<em>Wild Sweetness</em>, Thalia Ho explores the five tastes and distills their ability to transform desserts into something memorable. Bitter brings deep complexity, sweet tempers and comforts, sour surprises and brings things to life with citrus or tang, salt can offset or enhance, umami is strong and satisfies.</p><p>With gripping prose, deep reflection, and hauntingly beautiful photographs, Thalia shares more than 100 inspired and inventive recipes to elevate what your last bite can be—adventurous, otherworldly, and unforgettable:</p><ul><li>Sugar Buns</li><li>Singed Sherbet Meringues</li><li>Preserved Lemon Pie</li><li>The Dark Side Roulade</li><li>Crème Brûlée Ice Cream</li><li>Salted Yolk Custard Tart</li><li>Soy Ganache Brownies</li><li>Deep Miso Caramel Apple Pie</li><li>Ivoire and Caviar</li><li>Crunchy Chili Oil Tart</li></ul><p>For beginner and ambitious home cooks and bakers alike, this striking and meditative book is one you’ll want to show off, on your coffee table, on your shelf, and in the kitchen.</p></div></div>
<p><b>* Featured Preorder books earn you an <i>extra </i>150 rewards points, good for $5 off a future purchase. If you're not already a member of our rewards program you can <a href=""https://www.kitchenartsandletters.com/pages/reward""><b>learn more about all the ways to earn points and sign up here.</b></a> It's as simple as creating a store account.</b></p>",HAR,Media > Books > Print Books,BOOK,"Ln_En, 02-10-2026, C",FALSE,Title,Default,,,,,,,,Thalia Ho,2268,shopify,continue,manual,35.00,,TRUE,TRUE,,,,,9780063411418,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9780063411418.jpg,1,Book Cover: Bittersweet,,Bittersweet,,Media > Books,,,,new,FALSE,,,,,,Thalia Ho,Hardcover,bittersweet,,English,,,,,2026-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,4901.99,,draft
bittersweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9780063411418-1.jpg,2,Interior image 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bittersweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9780063411418-2.jpg,3,Interior image 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bittersweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9780063411418-3.jpg,4,Interior image 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bittersweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9780063411418-4.jpg,5,Interior image 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bittersweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9780063411418-5.jpg,6,Interior image 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cheese-trekking,"Cheese Trekking:: How Microbes, Landscapes, Livestock, and Human Cultures Shape Terroir","<p><b>This is a *Featured Preorder for a title releasing on February 24, 2026.</b></p><p><em><strong>This is what the publisher tells us about this book:</strong></em></p>
<b><b>A no-holds-barred guide to the global traditions of cheese, dairying, and pastoralism alongside one man’s quest to make milk Sacred again.</b></b><br><br><i>Cheese Trekking</i> recounts the author’s experiences visiting pastoral communities and cheesemakers in various countries and explains how cheeses can be local manifestations while also representing global archetypes, strategies that have been adopted in many places. It describes the constellations (a range of complementary milk foods that utilize all byproducts of cheesemaking) of various regions through a wide-angle lens. The central premise is that milk has a terroir, born from the plants and ecology of a landscape, that is concentrated via ruminant digestion and lactation and carries through the barns and milk sheds to be steered by human hands and cultural practices into foods. There is a growing international movement to return to the roots of natural cheesemaking, at the core of which is a philosophy of working with rather than against microbes and nature; the sacredness of motherhood, milk, and life itself; and the ethics involved in dairying, given its intimate involvement with the killing and eating of livestock. It offers firsthand evidence that humans can be stewards of landscapes, shepherds of microbes, and keepers of genetic wealth in the form of heritage livestock breeds, while crafting delicious, safe, nutrient-dense milk foods.</div></div>
<p><b>* Featured Preorder books earn you an <i>extra </i>150 rewards points, good for $5 off a future purchase. If you're not already a member of our rewards program you can <a href=""https://www.kitchenartsandletters.com/pages/reward""><b>learn more about all the ways to earn points and sign up here.</b></a> It's as simple as creating a store account.</b></p>",CHGR,Media > Books > Print Books,BOOK,"Ln_En, 02-24-2026, C",FALSE,Title,Default,,,,,,,,Trevor Warmedahl,2268,shopify,continue,manual,29.95,,TRUE,TRUE,,,,,9781645022985,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781645022985.jpg,1,Book Cover: Cheese Trekking,,Cheese Trekking,,Media > Books,,,,new,FALSE,,,,,,Trevor Warmedahl,Hardcover,cheese-trekking,,English,,,,,2026-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,4901.99,,draft
cravan,Cravan:: Cocktails and More: Recipes from Paris,"<p><b>This is a *Featured Preorder for a title releasing on March 31, 2026.</b></p><p><em><strong>This is what the publisher tells us about this book:</strong></em></p>
<b><b>Situated in the literary heart of Saint-Germain, Cravan is a true <i>bar Américain</i>, and this recipe book of cocktails and bar bites captures the essence of Parisian cool.</b></b><br><br>Audoux opened a small <i>bar Américain</i> in 2019 at the foot of a landmark Hector Guimard building in the sixteenth arrondissement that has since become <i>the</i> watering hole for people in the know. Hailed by <i>The New York Times</i> for elevating “the cocktail to the level of high liquid gastronomy and does so with elegance and simplicity,” Cravan is essential to any Parisian barhop.<br><br>Built around the legend of the Swiss surrealist Arthur Cravan—nephew to Oscar Wilde, poet, writer, troll, and sometime pugilist, Cravan has since expanded from its original twenty-seat location to a five-story new location.<br><br>Included here are recipes for a few dozen cocktails, with fresh takes on the classics like the Tom Collins and the French 75, as well as inspired creations such as the Tunnel, the Archi, the Luco, and the Lady from Shanghai, and contemporary tips and tricks that make them easy to re-create at home.<br><br>The food offerings feature bar-bite recipes curated by culinary titans and new bistronomy auteurs alike. Perfect for lovers of history and French culture, this book captures the spirit and culture of the City of Light and is a must-have for the aspiring and experienced home mixologist and chef alike.</div></div>
<p><b>* Featured Preorder books earn you an <i>extra </i>150 rewards points, good for $5 off a future purchase. If you're not already a member of our rewards program you can <a href=""https://www.kitchenartsandletters.com/pages/reward""><b>learn more about all the ways to earn points and sign up here.</b></a> It's as simple as creating a store account.</b></p>",RIZ,Media > Books > Print Books,BOOK,"Ln_En, 03-31-2026, C",FALSE,Title,Default,,,,,,,,"Franck Audoux, Vincent Chaperon (Contributions by)",2268,shopify,continue,manual,45.00,,TRUE,TRUE,,,,,9780847876495,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9780847876495.jpg,1,Book Cover: Cravan,,Cravan,,Media > Books,,,,new,FALSE,,,,,,"Franck Audoux, Vincent Chaperon (Contributions by)",Hardcover,cravan,,English,,,,,2026-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,4901.99,,draft
cravan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9780847876495-1.jpg,2,Interior image 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cravan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9780847876495-2.jpg,3,Interior image 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cravan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9780847876495-3.jpg,4,Interior image 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cravan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9780847876495-4.jpg,5,Interior image 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cravan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9780847876495-5.jpg,6,Interior image 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dryads,Dryads:: Spirits of the Trees,"<p><b>This is a *Featured Preorder for a title releasing on June 16, 2026.</b></p><p><em><strong>This is what the publisher tells us about this book:</strong></em></p>
<strong><strong>The first-ever book on an emerging category of spirits poised to shake up the cocktail world—illuminated by the author’s world-spanning travels</strong></strong></div><div>Spirits are typically grouped by their source materials: whiskeys are distilled from grains, rum from sugarcane, brandies from fruits, and so forth. Now another category of spirits, ancient but underrecognized, is emerging in the global marketplace: those distilled from tree saps, which this book christens <em>dryads</em>. Dryads range from <em>arrack</em>, distilled from coconut palm sap in Sri Lanka; to <em>ogorogo</em>, distilled from raffia palm sap in Nigeria; to <em>acerum</em>, distilled from maple sap in Quebec. Each dryad has its own distinctive flavor profile and tradition; together, they are expanding the horizons of cocktail culture.<br> <br> In this abundantly illustrated volume, Brian D. Hoefling—the critically acclaimed author of <em>The Cocktail Seminars</em>—explores the history, culture, and production of each of the major types of dryad. Through his extensive on-the-ground research, Hoefling also shows us how to enjoy these spirits, assembling some sixty outstanding cocktail recipes, each accompanied by a photo. Many of the recipes employ ingredients that the home bartender will have at hand, while others highlight unique local ingredients that serious mixologists will be eager to add to their repertoire. A companion website details which dryad brands are available for purchase in each U.S. state.<br> <br> Bringing together the strands of a cultural tradition that stretch from Sweden to Sri Lanka, from Bali to Benin, and from Manila to Montreal, this groundbreaking book will be an essential resource for hospitality professionals, cocktail connoisseurs, and culinary travelers alike.<br> <br></div></div>
<p><b>* Featured Preorder books earn you an <i>extra </i>150 rewards points, good for $5 off a future purchase. If you're not already a member of our rewards program you can <a href=""https://www.kitchenartsandletters.com/pages/reward""><b>learn more about all the ways to earn points and sign up here.</b></a> It's as simple as creating a store account.</b></p>",WWN,Media > Books > Print Books,BOOK,"Ln_En, 06-16-2026, C",FALSE,Title,Default,,,,,,,,Brian D. Hoefling,2268,shopify,continue,manual,39.95,,TRUE,TRUE,,,,,9780789215055,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9780789215055.jpg,1,Book Cover: Dryads,,Dryads,,Media > Books,,,,new,FALSE,,,,,,Brian D. Hoefling,Hardcover,dryads,,English,,,,,2026-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,4901.99,,draft
dryads,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9780789215055-1.jpg,2,Interior image 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dryads,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9780789215055-2.jpg,3,Interior image 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dryads,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9780789215055-3.jpg,4,Interior image 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dryads,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9780789215055-4.jpg,5,Interior image 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dryads,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9780789215055-5.jpg,6,Interior image 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
everyone-hot-pot,Everyone Hot Pot:: Creating the Ultimate Meal for Gathering and Feasting,"<p><b>This is a *Featured Preorder for a title releasing on January 27, 2026.</b></p><p><em><strong>This is what the publisher tells us about this book:</strong></em></p>
<b>An expert chef and the author of <i>More Than Cake </i>covers everything you need to know to make a dazzling hot pot feast—the ancient Chinese tradition that is both a meal and a celebration.</b><br><br> Hot pot is the ancient East Asian cookery method of rapidly poaching bite-size morsels of fresh vegetables, meats, seafood, and tofu in a tableside broth. This communal way of eating is perfect for home dinner parties where guests become active participants in cooking the meal. Though the hot pot table symbolizes bounty and feasting, at its core is frugality and thrift and accessibility to anyone. Four-time James Beard Award nominated chef Natasha Pickowicz provides more than fifty recipes for the broths, dumplings, sides, desserts, and drinks, along with a guide to the essential hot pot ingredients, equipment and tools, plus an explanation on how to pull it all together. Recipes include essential hot pot accompaniments, such as: <ul><li> Not-Just-Scallion Pancakes </li><li> Toasted Cumin and White Sesame Sauce </li><li> Caramelized Mushroom and Cabbage Dumplings </li><li> Charred Tomato and Lemongrass Broth </li><li> Crunchy Seaweed Boats </li><li> Watermelon Shiso Slushie </li></ul><br> Through four distinctly unique hot pot menus, Pickowicz shows how to pull together this cozy tradition best enjoyed at home no matter where you are; everyone, hot pot!</div></div>
<p><b>* Featured Preorder books earn you an <i>extra </i>150 rewards points, good for $5 off a future purchase. If you're not already a member of our rewards program you can <a href=""https://www.kitchenartsandletters.com/pages/reward""><b>learn more about all the ways to earn points and sign up here.</b></a> It's as simple as creating a store account.</b></p>",WORA,Media > Books > Print Books,BOOK,"Ln_En, 01-27-2026, C",FALSE,Title,Default,,,,,,,,Natasha Pickowicz,2268,shopify,continue,manual,30.00,,TRUE,TRUE,,,,,9781648293801,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781648293801.jpg,1,Book Cover: Everyone Hot Pot,,Everyone Hot Pot,,Media > Books,,,,new,FALSE,,,,,,Natasha Pickowicz,Hardcover,everyone-hot-pot,,English,,,,,2026-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,4901.99,,draft
everyone-hot-pot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781648293801-1.jpg,2,Interior image 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
everyone-hot-pot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781648293801-2.jpg,3,Interior image 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
everyone-hot-pot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781648293801-3.jpg,4,Interior image 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
everyone-hot-pot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781648293801-4.jpg,5,Interior image 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
everyone-hot-pot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781648293801-5.jpg,6,Interior image 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hello-home-cooking,"Hello, Home Cooking:: Do-Able Dishes for Every Day: A Cookbook","<p><b>This is a *Featured Preorder for a title releasing on March 24, 2026.</b></p><p><em><strong>This is what the publisher tells us about this book:</strong></em></p>
<b><b>Comfort food for everyone.</b></b><br><br>In <i>Hello, Home Cooking</i>, Chef Ham El-Waylly taps into everyone’s nostalgia—his versions of beloved dishes carry a can’t-quite-put-my-finger-on-it heart-warming quality. These recipes work for cooks of all levels, using core flavors from different cuisines, and frees readers to mix, match, and shake up classic dishes from all around the world. From Macarona Bechamel that parallels mac ’n’ cheese, and an onion-laden pot roast that rivals any version you grew up eating, to cinnamon toast crunch made out of pita. <i>Hello, Home Cooking</i> shows you a whole new world of comforting classics—all while making sure you don’t need to go to a bunch of specialty stores or take out a second mortgage. &nbsp;<br><br><b>Expect recipes like:</b><br>Everything Pita<br>Overnight Oats with Rose, Cherries, and Pistachios<br>Better Than Boursin<br>Focaccia Baladi<br>Lazy Hummus<br>Zucchini Poached in Yogurt<br>Eggplant and Tofu Ragu<br>Giardiniera Rice<br>Bolivian Cheesy Rice<br>Brazilian Hot Dog Party<br>Carrot Sheet Cake<br><br>With Ham’s guidance, you can make comfort meals adventurous, and brand new dishes will leave you reminiscing like you’ve had—and loved—them a hundred times.</div></div>
<p><b>* Featured Preorder books earn you an <i>extra </i>150 rewards points, good for $5 off a future purchase. If you're not already a member of our rewards program you can <a href=""https://www.kitchenartsandletters.com/pages/reward""><b>learn more about all the ways to earn points and sign up here.</b></a> It's as simple as creating a store account.</b></p>",RDH,Media > Books > Print Books,BOOK,"Ln_En, 03-24-2026, C",FALSE,Title,Default,,,,,,,,Ham El-Waylly,2268,shopify,continue,manual,35.00,,TRUE,TRUE,,,,,9780593796573,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9780593796573.jpg,1,"Book Cover: Hello, Home Cooking",,"Hello, Home Cooking",,Media > Books,,,,new,FALSE,,,,,,Ham El-Waylly,Hardcover,hello-home-cooking,,English,,,,,2026-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,4901.99,,draft
hello-home-cooking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9780593796573-1.jpg,2,Interior image 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hello-home-cooking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9780593796573-2.jpg,3,Interior image 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hello-home-cooking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9780593796573-3.jpg,4,Interior image 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hello-home-cooking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9780593796573-4.jpg,5,Interior image 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hello-home-cooking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9780593796573-5.jpg,6,Interior image 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ice-cream-queen,"Ice Cream Queen:: Flavors from Black America's Past, Present, & Future","<p><b>This is a *Featured Preorder for a title releasing on June 16, 2026.</b></p><p><em><strong>This is what the publisher tells us about this book:</strong></em></p>

<p><b>* Featured Preorder books earn you an <i>extra </i>150 rewards points, good for $5 off a future purchase. If you're not already a member of our rewards program you can <a href=""https://www.kitchenartsandletters.com/pages/reward""><b>learn more about all the ways to earn points and sign up here.</b></a> It's as simple as creating a store account.</b></p>",WWN,Media > Books > Print Books,BOOK,"Ln_En, 06-16-2026, C",FALSE,Title,Default,,,,,,,,Lokelani Alabanza,2268,shopify,continue,manual,29.99,,TRUE,TRUE,,,,,9780393881646,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9780393881646.jpg,1,Book Cover: Ice Cream Queen,,Ice Cream Queen,,Media > Books,,,,new,FALSE,,,,,,Lokelani Alabanza,Hardcover,ice-cream-queen,,English,,,,,2026-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,4901.99,,draft
ice-cream-queen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9780393881646-1.jpg,2,Interior image 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ice-cream-queen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9780393881646-2.jpg,3,Interior image 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ice-cream-queen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9780393881646-3.jpg,4,Interior image 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ice-cream-queen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9780393881646-4.jpg,5,Interior image 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ice-cream-queen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9780393881646-5.jpg,6,Interior image 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
italian-cookies,Italian Cookies:: Authentic Recipes and Sweet Stories from Every Region,"<p><b>This is a *Featured Preorder for a title releasing on April 14, 2026.</b></p><p><em><strong>This is what the publisher tells us about this book:</strong></em></p>
<b>This definitive Italian cookie cookbook has 100 authentic recipes, including baking hints and techniques, plus regional stories and a list of Italian bakeries.</b><br><br><i>Italian Cookies: Authentic Recipes and Sweet Stories from Every Region</i> is a beautiful, comprehensive guided tour of Italy’s regions by cookies and cookie stories. With recipes steeped in history and tradition, the book capitalizes on two major continuing food trends: our love of everything cookies and our love of everything Italian.<br><br>From Lombardy’s meringue-like Amaretti de Gallarate to Tuscany’s crunchy twice-baked Cantucci; Abruzzo’s rustic Pizzelle to Sardina’s fennel-scented Anisetti, the reader will discover cookies for every taste and occasion. Directed to the home cook, the book will also include recipes for sweet essentials including candied citrus, <i>amarene </i>(sour cherries preserved in syrup), pastry cream, homemade almond (and hazelnut and pistachio) paste, and <i>pasta frolla</i>—the buttery pastry that forms the foundation of many Italian cookies. Sections on ingredients, equipment, and basic techniques make this book accessible to all.</div></div>
<p><b>* Featured Preorder books earn you an <i>extra </i>150 rewards points, good for $5 off a future purchase. If you're not already a member of our rewards program you can <a href=""https://www.kitchenartsandletters.com/pages/reward""><b>learn more about all the ways to earn points and sign up here.</b></a> It's as simple as creating a store account.</b></p>",GBSM,Media > Books > Print Books,BOOK,"Ln_En, 04-14-2026, C",FALSE,Title,Default,,,,,,,,"Domenica Marchetti, Lauren Volo (By (photographer))",2268,shopify,continue,manual,35.00,,TRUE,TRUE,,,,,9781423668466,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781423668466.jpg,1,Book Cover: Italian Cookies,,Italian Cookies,,Media > Books,,,,new,FALSE,,,,,,"Domenica Marchetti, Lauren Volo (By (photographer))",Hardcover,italian-cookies,,English,,,,,2026-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,4901.99,,draft
